========================================
= 任务ID数据，由灰色枫叶GM工具自动生成 =
========================================
任务ID:85 名字:被选择者的象征      STR值：STR_QUEST_NAME_Q9510
任务ID:4301 名字:为了顺利补给      STR值：STR_QUEST_NAME_Q4301
任务ID:4302 名字:马克塞多尔的关怀      STR值：STR_QUEST_NAME_Q4302
任务ID:4303 名字:姆奥灵的提议      STR值：STR_QUEST_NAME_Q4303
任务ID:4304 名字:[组队]革命团讨伐者的戒指      STR值：STR_QUEST_NAME_Q4304
任务ID:4305 名字:[组队]革命团讨伐者的耳环      STR值：STR_QUEST_NAME_Q4305
任务ID:4306 名字:[组队]革命团讨伐者的项链      STR值：STR_QUEST_NAME_Q4306
任务ID:4307 名字:奇怪的饮料      STR值：STR_QUEST_NAME_Q4307
任务ID:4308 名字:[组队]饮料的制作方法      STR值：STR_QUEST_NAME_Q4308
任务ID:4309 名字:[组队]图纸的其余部分      STR值：STR_QUEST_NAME_Q4309
任务ID:4310 名字:[组队]设计师纳雷米      STR值：STR_QUEST_NAME_Q4310
任务ID:4311 名字:[组队]断了的冷气项链      STR值：STR_QUEST_NAME_Q4311
任务ID:4312 名字:[组队]岗格雷利的委托      STR值：STR_QUEST_NAME_Q4312
任务ID:4313 名字:[组队]剩下的任务      STR值：STR_QUEST_NAME_Q4313
任务ID:4314 名字:不断增殖的蜘蛛      STR值：STR_QUEST_NAME_Q4314
任务ID:4315 名字:受欢迎的睡袋      STR值：STR_QUEST_NAME_Q4315
任务ID:4316 名字:继续回收遗物      STR值：STR_QUEST_NAME_Q4316
任务ID:4317 名字:优秀猎人的训练      STR值：STR_QUEST_NAME_Q4317
任务ID:4318 名字:猎人胆量训练      STR值：STR_QUEST_NAME_Q4318
任务ID:4319 名字:继续回收卵      STR值：STR_QUEST_NAME_Q4319
任务ID:4320 名字:为了最后的线索      STR值：STR_QUEST_NAME_Q4320
任务ID:4321 名字:占领水参种植地      STR值：STR_QUEST_NAME_Q4321
任务ID:4322 名字:姚伦德的研究方法      STR值：STR_QUEST_NAME_Q4322
任务ID:4323 名字:康提内奥的复仇      STR值：STR_QUEST_NAME_Q4323
任务ID:4324 名字:自卫团员的任务      STR值：STR_QUEST_NAME_Q4324
任务ID:4325 名字:燃烧土地的最后希望      STR值：STR_QUEST_NAME_Q4325
任务ID:4326 名字:[副本/铸币/组队]召唤火的审判官      STR值：STR_QUEST_NAME_Q4326
任务ID:4327 名字:消灭野狼的最好方法      STR值：STR_QUEST_NAME_Q4327
任务ID:4328 名字:比拉夏克的委托      STR值：STR_QUEST_NAME_Q4328
任务ID:4329 名字:丢失的眼镜      STR值：STR_QUEST_NAME_Q4329
任务ID:4330 名字:绑在野狼尾巴上的信      STR值：STR_QUEST_NAME_Q4330
任务ID:4331 名字:史匹格的阴谋      STR值：STR_QUEST_NAME_Q4331
任务ID:4332 名字:为玛格尼准备的礼物      STR值：STR_QUEST_NAME_Q4332
任务ID:4333 名字:让火持续燃烧的东西      STR值：STR_QUEST_NAME_Q4333
任务ID:4334 名字:值钱的证据      STR值：STR_QUEST_NAME_Q4334
任务ID:4335 名字:守护者的判断      STR值：STR_QUEST_NAME_Q4335
任务ID:4336 名字:[魔石批量交换]马耶尔的魔石袋      STR值：STR_QUEST_NAME_Q4336
任务ID:4337 名字:[魔石批量交换]马耶尔的魔石包袱      STR值：STR_QUEST_NAME_Q4337
任务ID:4338 名字:项链战争      STR值：STR_QUEST_NAME_Q4338
任务ID:4500 名字:[潜入/组队]为了大家      STR值：STR_QUEST_NAME_Q4500
任务ID:4501 名字:迟到的货物      STR值：STR_QUEST_NAME_Q4501
任务ID:4502 名字:[副本/组队]改变未来的东西      STR值：STR_QUEST_NAME_Q4502
任务ID:4503 名字:[组队]聚集力量的材料      STR值：STR_QUEST_NAME_Q4503
任务ID:4504 名字:秘密的提议      STR值：STR_QUEST_NAME_Q4504
任务ID:4505 名字:蓝色珍珠裙      STR值：STR_QUEST_NAME_Q4505
任务ID:4506 名字:为了扩大战果      STR值：STR_QUEST_NAME_Q4506
任务ID:4507 名字:为了巴巴混的梦想      STR值：STR_QUEST_NAME_Q4507
任务ID:4508 名字:红色气息的材料      STR值：STR_QUEST_NAME_Q4508
任务ID:4509 名字:阿里塔的委托      STR值：STR_QUEST_NAME_Q4509
任务ID:4510 名字:接头地点的不速之客      STR值：STR_QUEST_NAME_Q4510
任务ID:4511 名字:原石仍然不够      STR值：STR_QUEST_NAME_Q4511
任务ID:4512 名字:不断繁殖的巴拉努斯      STR值：STR_QUEST_NAME_Q4512
任务ID:4513 名字:让人无法安心的采掘场      STR值：STR_QUEST_NAME_Q4513
任务ID:4514 名字:公告官的职业病      STR值：STR_QUEST_NAME_Q4514
任务ID:4515 名字:精灵的攻击      STR值：STR_QUEST_NAME_Q4515
任务ID:4516 名字:神殿中的威胁      STR值：STR_QUEST_NAME_Q4516
任务ID:4517 名字:建造阿尔奎米亚的奴役      STR值：STR_QUEST_NAME_Q4517
任务ID:4518 名字:幸运的尾巴      STR值：STR_QUEST_NAME_Q4518
任务ID:4519 名字:精灵的亲吻      STR值：STR_QUEST_NAME_Q4519
任务ID:4520 名字:召唤暴风雪的精灵      STR值：STR_QUEST_NAME_Q4520
任务ID:4521 名字:送给呼洛特的公文      STR值：STR_QUEST_NAME_Q4521
任务ID:4522 名字:修补屋顶的皮革      STR值：STR_QUEST_NAME_Q4522
任务ID:4523 名字:[铸币/组队]堕落研究所的大神官      STR值：STR_QUEST_NAME_Q4523
任务ID:4524 名字:[铸币/组队]红眼军团长      STR值：STR_QUEST_NAME_Q4524
任务ID:4525 名字:[副本/组队]传说中的军团长      STR值：STR_QUEST_NAME_Q4525
任务ID:4526 名字:[铸币/组队]危险的背叛者      STR值：STR_QUEST_NAME_Q4526
任务ID:4527 名字:[潜入/部队]前往永恒之岛      STR值：STR_QUEST_NAME_Q4527
任务ID:4528 名字:[铸币/组队]阻止危险的胆量训练      STR值：STR_QUEST_NAME_Q4528
任务ID:4529 名字:保护盗掘到的东西      STR值：STR_QUEST_NAME_Q4529
任务ID:4530 名字:古安灵的提议 1      STR值：STR_QUEST_NAME_Q4530
任务ID:4531 名字:古安灵的提议 2      STR值：STR_QUEST_NAME_Q4531
任务ID:4532 名字:保护格兰盖尔的粮食 1      STR值：STR_QUEST_NAME_Q4532
任务ID:4533 名字:保护格兰盖尔的粮食 2      STR值：STR_QUEST_NAME_Q4533
任务ID:4534 名字:消灭斯普利甘特收集者      STR值：STR_QUEST_NAME_Q4534
任务ID:4535 名字:过冬准备      STR值：STR_QUEST_NAME_Q4535
任务ID:4536 名字:消灭斯普利甘特头目      STR值：STR_QUEST_NAME_Q4536
任务ID:4537 名字:索尔格林的委托      STR值：STR_QUEST_NAME_Q4537
任务ID:4538 名字:关心难民      STR值：STR_QUEST_NAME_Q4538
任务ID:4539 名字:消灭切尔路斯和德雷克      STR值：STR_QUEST_NAME_Q4539
任务ID:4540 名字:[魔石批量交换]卡多克的魔石袋      STR值：STR_QUEST_NAME_Q4540
任务ID:4541 名字:[魔石批量交换]卡多克的魔石包袱      STR值：STR_QUEST_NAME_Q4541
任务ID:4542 名字:塞伊兰宝物的秘密      STR值：STR_QUEST_NAME_Q4542
任务ID:4701 名字:[副本]重要的口信      STR值：STR_QUEST_NAME_Q4701
任务ID:4702 名字:[副本/组队]清除诺赫西纳要塞的守护神将      STR值：STR_QUEST_NAME_Q4702
任务ID:4703 名字:[副本/组队]清除德拉克纽特教官      STR值：STR_QUEST_NAME_Q4703
任务ID:4704 名字:[副本/组队]龙族的实验用武器      STR值：STR_QUEST_NAME_Q4704
任务ID:4705 名字:[组队]重要的材料      STR值：STR_QUEST_NAME_Q4705
任务ID:4706 名字:[组队]启动实体      STR值：STR_QUEST_NAME_Q4706
任务ID:4711 名字:[组队]消灭德雷得奇安舰长      STR值：STR_QUEST_NAME_Q4711
任务ID:4712 名字:[组队]拯救被龙族抓走的俘虏      STR值：STR_QUEST_NAME_Q4712
任务ID:4713 名字:[组队]让德雷得奇安陷入混乱      STR值：STR_QUEST_NAME_Q4713
任务ID:4714 名字:[组队]阻止监查官      STR值：STR_QUEST_NAME_Q4714
任务ID:4715 名字:[组队]夺取高浓缩苏尔卡纳      STR值：STR_QUEST_NAME_Q4715
任务ID:4716 名字:[组队]破坏主要设备      STR值：STR_QUEST_NAME_Q4716
任务ID:4717 名字:[组队]暗杀德雷得奇安主要人员      STR值：STR_QUEST_NAME_Q4717
任务ID:4718 名字:[组队]不断的进攻      STR值：STR_QUEST_NAME_Q4718
任务ID:4721 名字:[组队]阻止德雷得奇安的补给      STR值：STR_QUEST_NAME_Q4721
任务ID:4722 名字:[组队]试验新武器      STR值：STR_QUEST_NAME_Q4722
任务ID:4723 名字:[组队]夺取龙族补给品      STR值：STR_QUEST_NAME_Q4723
任务ID:4724 名字:[组队]暗杀龙族官员      STR值：STR_QUEST_NAME_Q4724
任务ID:4725 名字:[组队]不断的进攻      STR值：STR_QUEST_NAME_Q4725
任务ID:4726 名字:[组队]妨碍德雷得奇安补给      STR值：STR_QUEST_NAME_Q4726
任务ID:4727 名字:[组队]无尽的渗透      STR值：STR_QUEST_NAME_Q4727
任务ID:4728 名字:[组队]苏尔卡纳破坏指令      STR值：STR_QUEST_NAME_Q4728
任务ID:4731 名字:[副本]重要的口信      STR值：STR_QUEST_NAME_Q4731
任务ID:4732 名字:[副本/组队]消灭诺赫西纳要塞守护神将      STR值：STR_QUEST_NAME_Q4732
任务ID:4733 名字:[副本/组队]消灭德拉克纽特教官      STR值：STR_QUEST_NAME_Q4733
任务ID:4734 名字:[副本/组队]龙族的实验用武器      STR值：STR_QUEST_NAME_Q4734
任务ID:4735 名字:天军9级兵战斗后的首个捷报      STR值：STR_QUEST_NAME_Q4735
任务ID:4736 名字:天军8级兵战斗后的首个捷报      STR值：STR_QUEST_NAME_Q4736
任务ID:4737 名字:天军7级兵战斗后的首个捷报      STR值：STR_QUEST_NAME_Q4737
任务ID:4738 名字:天军6级兵战斗后的首个捷报      STR值：STR_QUEST_NAME_Q4738
任务ID:4739 名字:天军5级兵战斗后的首个捷报      STR值：STR_QUEST_NAME_Q4739
任务ID:4740 名字:天军4级兵战斗后的首个捷报      STR值：STR_QUEST_NAME_Q4740
任务ID:4741 名字:天军3级兵战斗后的首个捷报      STR值：STR_QUEST_NAME_Q4741
任务ID:4742 名字:天军2级兵战斗后的首个捷报      STR值：STR_QUEST_NAME_Q4742
任务ID:4743 名字:天军1级兵战斗后的首个捷报      STR值：STR_QUEST_NAME_Q4743
任务ID:4744 名字:天军将校战斗后的首个捷报      STR值：STR_QUEST_NAME_Q4744
任务ID:4745 名字:和天军将军战斗后的首个捷报      STR值：STR_QUEST_NAME_Q4745
任务ID:4901 名字:卡尔斯坦的推荐      STR值：STR_QUEST_NAME_Q4901
任务ID:4902 名字:提阿尔皮的推荐      STR值：STR_QUEST_NAME_Q4902
任务ID:4903 名字:贝的推荐      STR值：STR_QUEST_NAME_Q4903
任务ID:4904 名字:李帕贝尔加的推荐      STR值：STR_QUEST_NAME_Q4904
任务ID:4905 名字:调查布鲁斯特豪宁战争史      STR值：STR_QUEST_NAME_Q4905
任务ID:4906 名字:英雄们的故事      STR值：STR_QUEST_NAME_Q4906
任务ID:4907 名字:[潜入/组队]天界革命团的实验体      STR值：STR_QUEST_NAME_Q4907
任务ID:4908 名字:术古特急邮件测试任务(复制2948)      STR值：STR_QUEST_NAME_Q4908
任务ID:4909 名字:[组队]魔剑的三个碎片      STR值：STR_QUEST_NAME_Q4909
任务ID:4910 名字:[组队]魔剑的两个碎片      STR值：STR_QUEST_NAME_Q4910
任务ID:4911 名字:[组队]魔剑的剑柄      STR值：STR_QUEST_NAME_Q4911
任务ID:4912 名字:[副本/组队]魔剑的诅咒      STR值：STR_QUEST_NAME_Q4912
任务ID:4913 名字:[副本]未来的危险      STR值：STR_QUEST_NAME_Q4913
任务ID:4914 名字:活体变异报告书      STR值：STR_QUEST_NAME_Q4914
任务ID:4915 名字:[副本/组队]搜集龙胶      STR值：STR_QUEST_NAME_Q4915
任务ID:4916 名字:[副本/组队]搜集德拉纳      STR值：STR_QUEST_NAME_Q4916
任务ID:4917 名字:[副本]情报收集者巧克隆      STR值：STR_QUEST_NAME_Q4917
任务ID:4918 名字:[副本/组队]搜集苏尔卡纳      STR值：STR_QUEST_NAME_Q4918
任务ID:4919 名字:[副本/组队]搜集德拉兹玛      STR值：STR_QUEST_NAME_Q4919
任务ID:4920 名字:[副本/组队]制造活性苏尔卡纳      STR值：STR_QUEST_NAME_Q4920
任务ID:4921 名字:巧克隆的报答      STR值：STR_QUEST_NAME_Q4921
任务ID:4922 名字:剑星老师的考试      STR值：STR_QUEST_NAME_Q4922
任务ID:4923 名字:守护星老师的考试      STR值：STR_QUEST_NAME_Q4923
任务ID:4924 名字:弓星老师的考试      STR值：STR_QUEST_NAME_Q4924
任务ID:4925 名字:杀星老师的考试      STR值：STR_QUEST_NAME_Q4925
任务ID:4926 名字:魔道星老师的考试      STR值：STR_QUEST_NAME_Q4926
任务ID:4927 名字:精灵星老师的考试      STR值：STR_QUEST_NAME_Q4927
任务ID:4928 名字:治愈星老师的考试      STR值：STR_QUEST_NAME_Q4928
任务ID:4929 名字:护法星老师的考试      STR值：STR_QUEST_NAME_Q4929
任务ID:4930 名字:命运的建议      STR值：STR_QUEST_NAME_Q4930
任务ID:4931 名字:命运的领悟      STR值：STR_QUEST_NAME_Q4931
任务ID:4932 名字:名誉的教诲      STR值：STR_QUEST_NAME_Q4932
任务ID:4933 名字:马勒库坦主神的意志      STR值：STR_QUEST_NAME_Q4933
任务ID:4934 名字:黑暗术古的烙印之石      STR值：STR_QUEST_NAME_Q4934
任务ID:4935 名字:[组队]烙印之石的册子      STR值：STR_QUEST_NAME_Q4935
任务ID:4936 名字:[组队]上级烙印之石的秘密      STR值：STR_QUEST_NAME_Q4936
任务ID:4937 名字:老师的认可      STR值：STR_QUEST_NAME_Q4937
任务ID:4938 名字:潘利尔的犬牙所做的事      STR值：STR_QUEST_NAME_Q4938
任务ID:4939 名字:证明战斗力      STR值：STR_QUEST_NAME_Q4939
任务ID:4940 名字:搜集伏魔殿勋章      STR值：STR_QUEST_NAME_Q4940
任务ID:4941 名字:[组队]为了伏魔殿勋章      STR值：STR_QUEST_NAME_Q4941
任务ID:4942 名字:证明制作技术熟练度      STR值：STR_QUEST_NAME_Q4942
任务ID:4943 名字:证明运气和耐心      STR值：STR_QUEST_NAME_Q4943
任务ID:4944 名字:证明忠诚心和协作能力      STR值：STR_QUEST_NAME_Q4944
任务ID:4945 名字:[达人]武器制作达人的胜任者      STR值：STR_QUEST_NAME_Q4945
任务ID:4946 名字:[达人]武器制作达人的资格      STR值：STR_QUEST_NAME_Q4946
任务ID:4947 名字:[达人]武器制作达人      STR值：STR_QUEST_NAME_Q4947
任务ID:4948 名字:[达人]金属盔甲制作达人的胜任者      STR值：STR_QUEST_NAME_Q4948
任务ID:4949 名字:[达人]金属盔甲制作达人的资格      STR值：STR_QUEST_NAME_Q4949
任务ID:4950 名字:[达人]金属盔甲制作达人      STR值：STR_QUEST_NAME_Q4950
任务ID:4951 名字:[达人]手工达人的胜任者      STR值：STR_QUEST_NAME_Q4951
任务ID:4952 名字:[达人]手工达人的资格      STR值：STR_QUEST_NAME_Q4952
任务ID:4953 名字:[达人]手工达人      STR值：STR_QUEST_NAME_Q4953
任务ID:4954 名字:[达人]料理达人的胜任者      STR值：STR_QUEST_NAME_Q4954
任务ID:4955 名字:[达人]料理达人的资格      STR值：STR_QUEST_NAME_Q4955
任务ID:4956 名字:[达人]料理达人      STR值：STR_QUEST_NAME_Q4956
任务ID:4957 名字:[达人]炼金术达人的胜任者      STR值：STR_QUEST_NAME_Q4957
任务ID:4958 名字:[达人]炼金术达人的资格      STR值：STR_QUEST_NAME_Q4958
任务ID:4959 名字:[达人]炼金术达人      STR值：STR_QUEST_NAME_Q4959
任务ID:4960 名字:[达人]裁缝达人的胜任者      STR值：STR_QUEST_NAME_Q4960
任务ID:4961 名字:[达人]裁缝达人的资格      STR值：STR_QUEST_NAME_Q4961
任务ID:4962 名字:[达人]裁缝达人      STR值：STR_QUEST_NAME_Q4962
任务ID:4963 名字:尾声      STR值：STR_QUEST_NAME_Q4963
任务ID:4964 名字:佩伊灵灵的情报      STR值：STR_QUEST_NAME_Q4964
任务ID:4965 名字:秘密的传话      STR值：STR_QUEST_NAME_Q4965
任务ID:4966 名字:[培养]尼尼斯的第一个符咒      STR值：STR_QUEST_NAME_Q4966
任务ID:4967 名字:[培养]尼尼斯的第二个符咒      STR值：STR_QUEST_NAME_Q4967
任务ID:4968 名字:[培养]尼尼斯的第三个符咒      STR值：STR_QUEST_NAME_Q4968
任务ID:4969 名字:[培养]尼尼斯的第四个符咒      STR值：STR_QUEST_NAME_Q4969
任务ID:4970 名字:新到的衣服材料      STR值：STR_QUEST_NAME_Q4970
任务ID:4971 名字:提莫坎德服装大赛的准备      STR值：STR_QUEST_NAME_Q4971
任务ID:4972 名字:寻找评审委员      STR值：STR_QUEST_NAME_Q4972
任务ID:4973 名字:米安娜的苦恼      STR值：STR_QUEST_NAME_Q4973
任务ID:4974 名字:提莫坎德的秘方      STR值：STR_QUEST_NAME_Q4974
任务ID:4975 名字:[制作]穆武灵的提议      STR值：STR_QUEST_NAME_Q4975
任务ID:4976 名字:定居民的资格条件      STR值：STR_QUEST_NAME_Q4976
任务ID:4977 名字:[副本/铸币/组队]消灭龙族创造物      STR值：STR_QUEST_NAME_Q4977
任务ID:4978 名字:[副本/铸币]狂妄的巨大曼杜里      STR值：STR_QUEST_NAME_Q4978
任务ID:4979 名字:[副本/铸币/组队]阻止冒充乌云贸易团      STR值：STR_QUEST_NAME_Q4979
任务ID:4980 名字:[副本/铸币/组队]拆除龙族创造物      STR值：STR_QUEST_NAME_Q4980
任务ID:4981 名字:[副本/每日/组队]渗透阿努哈尔特军团基地      STR值：STR_QUEST_NAME_Q4981
任务ID:5000 名字:钢铁橛子补给[ 1p]      STR值：STR_WS_Q5000
任务ID:5001 名字:钢铁橛子补给[ 10p]      STR值：STR_WS_Q5001
任务ID:5002 名字:钢铁橛子补给[ 20p]      STR值：STR_WS_Q5002
任务ID:5003 名字:钢铁打桩锤补给[ 30p]      STR值：STR_WS_Q5003
任务ID:5004 名字:钢铁锹补给[ 40p]      STR值：STR_WS_Q5004
任务ID:5005 名字:钢铁窗格补给[ 50p]      STR值：STR_WS_Q5005
任务ID:5006 名字:钢铁战戟枪刃修理[ 60p]      STR值：STR_WS_Q5006
任务ID:5007 名字:钢铁镐补给[ 70p]      STR值：STR_WS_Q5007
任务ID:5008 名字:钢铁飞镖补给[ 80p]      STR值：STR_WS_Q5008
任务ID:5009 名字:钢铁梯子补给[ 90p]      STR值：STR_WS_Q5009
任务ID:5010 名字:钢铁短剑修理[100p]      STR值：STR_WS_Q5010
任务ID:5011 名字:钛质箭杆补给[110p]      STR值：STR_WS_Q5011
任务ID:5012 名字:钛质短剑把手补给[120p]      STR值：STR_WS_Q5012
任务ID:5013 名字:俘虏用脚镣补给[130p]      STR值：STR_WS_Q5013
任务ID:5014 名字:钛质长剑刃补给[140p]      STR值：STR_WS_Q5014
任务ID:5015 名字:钛质大剑修理[150p]      STR值：STR_WS_Q5015
任务ID:5016 名字:埋设用管子补给[160p]      STR值：STR_WS_Q5016
任务ID:5017 名字:钛质圆形锯齿补给[170p]      STR值：STR_WS_Q5017
任务ID:5018 名字:建筑用钛质柱子补给[180p]      STR值：STR_WS_Q5018
任务ID:5019 名字:建筑用切割机补给[190p]      STR值：STR_WS_Q5019
任务ID:5020 名字:探险家的战棍修理[200p]      STR值：STR_WS_Q5020
任务ID:5021 名字:探险家的长剑修理[210p]      STR值：STR_WS_Q5021
任务ID:5022 名字:贯通型标枪补给[220p]      STR值：STR_WS_Q5022
任务ID:5023 名字:军团旗杆补给[230p]      STR值：STR_WS_Q5023
任务ID:5024 名字:亚德曼金属战戟枪刃补给[240p]      STR值：STR_WS_Q5024
任务ID:5025 名字:因特尔蒂卡短剑修理[250p]      STR值：STR_WS_Q5025
任务ID:5026 名字:亚德曼金属炮身补给[260p]      STR值：STR_WS_Q5026
任务ID:5027 名字:巨大石弓箭矢补给[270p]      STR值：STR_WS_Q5027
任务ID:5028 名字:亚德曼金属短剑刃修理[280p]      STR值：STR_WS_Q5028
任务ID:5029 名字:因特尔蒂卡战戟修理[290p]      STR值：STR_WS_Q5029
任务ID:5030 名字:卫兵的长剑修理[300p]      STR值：STR_WS_Q5030
任务ID:5031 名字:蓝色舰队之短剑修理[310p]      STR值：STR_WS_Q5031
任务ID:5032 名字:军团士兵之大剑修理[320p]      STR值：STR_WS_Q5032
任务ID:5033 名字:守护骑士之战棍修理[330p]      STR值：STR_WS_Q5033
任务ID:5034 名字:十夫长之战戟修理[340p]      STR值：STR_WS_Q5034
任务ID:5035 名字:西风之短剑修理[350p]      STR值：STR_WS_Q5035
任务ID:5036 名字:圣战之战戟修理[360p]      STR值：STR_WS_Q5036
任务ID:5037 名字:近卫兵之大剑修理[370p]      STR值：STR_WS_Q5037
任务ID:5038 名字:极乐世界战棍修理[380p]      STR值：STR_WS_Q5038
任务ID:5039 名字:百夫长之长剑修理[390p]      STR值：STR_WS_Q5039
任务ID:5040 名字:武器制作达人的开始      STR值：STR_WS_Q5040
任务ID:5100 名字:餐盘补给[ 1p]      STR值：STR_AS_Q5100
任务ID:5101 名字:钢铁箱子补给[ 10p]      STR值：STR_AS_Q5101
任务ID:5102 名字:导向用指示牌补给[ 20p]      STR值：STR_AS_Q5102
任务ID:5103 名字:多用途铁桶补给[ 30p]      STR值：STR_AS_Q5103
任务ID:5104 名字:折叠式床架补给[ 40p]      STR值：STR_AS_Q5104
任务ID:5105 名字:个人用事物盒补给[ 50p]      STR值：STR_AS_Q5105
任务ID:5106 名字:水壶补给[ 60p]      STR值：STR_AS_Q5106
任务ID:5107 名字:机械用锯齿补给[ 70p]      STR值：STR_AS_Q5107
任务ID:5108 名字:安全帽补给[ 80p]      STR值：STR_AS_Q5108
任务ID:5109 名字:文件柜补给[ 90p]      STR值：STR_AS_Q5109
任务ID:5110 名字:强化钢铁锁链硬甲修理[100p]      STR值：STR_AS_Q5110
任务ID:5111 名字:镀了膜的平底锅补给[110p]      STR值：STR_AS_Q5111
任务ID:5112 名字:搅拌用搅拌锅补给[120p]      STR值：STR_AS_Q5112
任务ID:5113 名字:简易浴缸补给[130p]      STR值：STR_AS_Q5113
任务ID:5114 名字:收纳柜补给[140p]      STR值：STR_AS_Q5114
任务ID:5115 名字:钛质锁链手套修理[150p]      STR值：STR_AS_Q5115
任务ID:5116 名字:钛质水管补给[160p]      STR值：STR_AS_Q5116
任务ID:5117 名字:料理用铁锅补给[170p]      STR值：STR_AS_Q5117
任务ID:5118 名字:移动型火炉补给[180p]      STR值：STR_AS_Q5118
任务ID:5119 名字:沙坑用造型器材补给[190p]      STR值：STR_AS_Q5119
任务ID:5120 名字:钛质盾牌修理[200p]      STR值：STR_AS_Q5120
任务ID:5121 名字:建筑用骨板补给[210p]      STR值：STR_AS_Q5121
任务ID:5122 名字:组装式铁炉补给[220p]      STR值：STR_AS_Q5122
任务ID:5123 名字:亚德曼金属锁链腿甲修理[230p]      STR值：STR_AS_Q5123
任务ID:5124 名字:亚德曼金属长靴修理[240p]      STR值：STR_AS_Q5124
任务ID:5125 名字:亚德曼金属锁链盔甲修理[250p]      STR值：STR_AS_Q5125
任务ID:5126 名字:阻击用要塞岗楼补给[260p]      STR值：STR_AS_Q5126
任务ID:5127 名字:路障补给[270p]      STR值：STR_AS_Q5127
任务ID:5128 名字:亚德曼金属硬甲修理[280p]      STR值：STR_AS_Q5128
任务ID:5129 名字:亚德曼金属胸甲修理[290p]      STR值：STR_AS_Q5129
任务ID:5130 名字:卫兵的盾牌修理[300p]      STR值：STR_AS_Q5130
任务ID:5131 名字:蓝色舰队之锁链手套修理[310p]      STR值：STR_AS_Q5131
任务ID:5132 名字:军团士兵之金属硬甲修理[320p]      STR值：STR_AS_Q5132
任务ID:5133 名字:守护骑士之金属护腿修理[330p]      STR值：STR_AS_Q5133
任务ID:5134 名字:十夫长之金属头盔修理[340p]      STR值：STR_AS_Q5134
任务ID:5135 名字:守卫之盾牌修理[350p]      STR值：STR_AS_Q5135
任务ID:5136 名字:圣战之锁链盔甲修理[360p]      STR值：STR_AS_Q5136
任务ID:5137 名字:西风之金属长靴修理[370p]      STR值：STR_AS_Q5137
任务ID:5138 名字:近卫兵之锁链头盔修理[380p]      STR值：STR_AS_Q5138
任务ID:5139 名字:百夫长之金属胸甲修理[390p]      STR值：STR_AS_Q5139
任务ID:5140 名字:金属盔甲制作达人的开始      STR值：STR_AS_Q5140
任务ID:5200 名字:医疗用纱布[ 1p]      STR值：STR_TA_Q5200
任务ID:5201 名字:普及型内衣补给[ 10p]      STR值：STR_TA_Q5201
任务ID:5202 名字:皮包补给[ 20p]      STR值：STR_TA_Q5202
任务ID:5203 名字:普及型琉库毛巾补给[ 30p]      STR值：STR_TA_Q5203
任务ID:5204 名字:薄皮革活动鞋补给[ 40p]      STR值：STR_TA_Q5204
任务ID:5205 名字:作业用围裙[ 50p]      STR值：STR_TA_Q5205
任务ID:5206 名字:薄皮靴修理[ 60p]      STR值：STR_TA_Q5206
任务ID:5207 名字:防寒用内衣[ 70p]      STR值：STR_TA_Q5207
任务ID:5208 名字:皮革浆板补给[ 80p]      STR值：STR_TA_Q5208
任务ID:5209 名字:乔其纱补给[ 90p]      STR值：STR_TA_Q5209
任务ID:5210 名字:薄皮帽修理[100p]      STR值：STR_TA_Q5210
任务ID:5211 名字:皮革护腕补给[110p]      STR值：STR_TA_Q5211
任务ID:5212 名字:战斗睡袋补给[120p]      STR值：STR_TA_Q5212
任务ID:5213 名字:暖和的垫子补给[130p]      STR值：STR_TA_Q5213
任务ID:5214 名字:皮革袖筒补给[140p]      STR值：STR_TA_Q5214
任务ID:5215 名字:露西长袍下衣修理[150p]      STR值：STR_TA_Q5215
任务ID:5216 名字:厚防寒用皮革披风补给[160p]      STR值：STR_TA_Q5216
任务ID:5217 名字:露西棉衬衫补给[170p]      STR值：STR_TA_Q5217
任务ID:5218 名字:柔软的皮沙发 补给[180p]      STR值：STR_TA_Q5218
任务ID:5219 名字:露西长袍护肩护具修理[190p]      STR值：STR_TA_Q5219
任务ID:5220 名字:柔软的皮革手套修理[200p]      STR值：STR_TA_Q5220
任务ID:5221 名字:医疗用三脚架补给[210p]      STR值：STR_TA_Q5221
任务ID:5222 名字:野战上衣补给[220p]      STR值：STR_TA_Q5222
任务ID:5223 名字:雷米长袍手套修理[230p]      STR值：STR_TA_Q5223
任务ID:5224 名字:皮革帐幕补给[240p]      STR值：STR_TA_Q5224
任务ID:5225 名字:雷米长袍上衣修理[250p]      STR值：STR_TA_Q5225
任务ID:5226 名字:箭扣补给[260p]      STR值：STR_TA_Q5226
任务ID:5227 名字:雷米的腰带修理[270p]      STR值：STR_TA_Q5227
任务ID:5228 名字:指挥官用皮革外套补给[280p]      STR值：STR_TA_Q5228
任务ID:5229 名字:雷米长袍下衣修理[290p]      STR值：STR_TA_Q5229
任务ID:5230 名字:结实的皮靴修理[300p]      STR值：STR_TA_Q5230
任务ID:5231 名字:蓝色舰队之额带修理[310p]      STR值：STR_TA_Q5231
任务ID:5232 名字:灵魂治愈师之长袍下衣修理[320p]      STR值：STR_TA_Q5232
任务ID:5233 名字:因特尔蒂卡皮革手套修理[330p]      STR值：STR_TA_Q5233
任务ID:5234 名字:神官之长袍上衣修理[340p]      STR值：STR_TA_Q5234
任务ID:5235 名字:西风之皮革护腿修理[350p]      STR值：STR_TA_Q5235
