html_page_name,page_id,page_constant,page_mapping,action_id,action_constant,action_mapping,occurrences,distinct_quests,button_text_samples_zh
select1_1,1012,HTML_PAGE_SELECT1_1,exact,1182,HACTION_SELECT1_3,exact,12,12,我想购买发光的艾尔米提亚之大剑图案。 | 我想购买发光的艾尔米提亚之金属胸甲图案。 | 我想购买发光的艾尔米提亚之长袍腰带图案。 | 我想购买发光的艾尔米提亚之项链图案。 | 我想购买发光的艾尔米提亚之法书图案。
select1_1,1012,HTML_PAGE_SELECT1_1,exact,1353,HACTION_SELECT2_1,exact,6,6,我选择情侣！我正在恋爱。 | 我选情侣！我正在恋爱中。
select1_1,1012,HTML_PAGE_SELECT1_1,exact,1438,HACTION_SELECT2_2,exact,6,6,我选择单身！好孤独。 | 我选单身汉！我很孤独。
select1_1,1012,HTML_PAGE_SELECT1_1,exact,20000,HACTION_QUEST_ACCEPT_SIMPLE,exact,29,29,接受。
select1_1,1012,HTML_PAGE_SELECT1_1,exact,20001,HACTION_QUEST_REFUSE_SIMPLE,exact,29,29,拒绝。
select1_1,1012,HTML_PAGE_SELECT1_1,exact,5103,HACTION_SELECT1_1_5,exact,12,12,我想要交换手套。 | 我拥有弓。 | 我想交换手套。 | 我有弓。
select1_1_1,1013,HTML_PAGE_SELECT1_1_1,exact,10000,HACTION_SETPRO1,exact,157,155,结束对话。 | 点头。 | 收下军牌。 | 收下标注遗迹位置的地图。 | 到第72基地去。
select1_1_1,1013,HTML_PAGE_SELECT1_1_1,exact,10001,HACTION_SETPRO2,exact,14,14,到第74基地去。 | 到第73基地去。 | 我想要皮革防具。 | 我需要侦察者的武器。 | 我需要侦察者用的武器。
select1_1_1,1013,HTML_PAGE_SELECT1_1_1,exact,10002,HACTION_SETPRO3,exact,14,14,到第77基地去。 | 到第76基地去。 | 我想要长袍防具。 | 我需要法师的武器。 | 我需要法师用的武器。
select1_1_1,1013,HTML_PAGE_SELECT1_1_1,exact,10003,HACTION_SETPRO4,exact,12,12,我想要锁链防具。 | 我需要祭司的武器。 | 我需要祭司用的武器。
select1_1_1,1013,HTML_PAGE_SELECT1_1_1,exact,10004,HACTION_SETPRO5,exact,8,8,我想要魔皮防具。 | 我需要工程师的武器。 | 我想要魔法皮革防具。 | 我需要工程师用的武器。
select1_1_1,1013,HTML_PAGE_SELECT1_1_1,exact,10005,HACTION_SETPRO6,exact,4,4,我需要艺术家的武器。 | 我需要艺术家用的武器。
select1_1_1,1013,HTML_PAGE_SELECT1_1_1,exact,10011,HACTION_SETPRO12,exact,2,2,结束对话。
select1_1_1,1013,HTML_PAGE_SELECT1_1_1,exact,1002,HACTION_QUEST_ACCEPT_1,exact,2,2,说心已经平静下来了。 | 说准备好了。
select1_1_1,1013,HTML_PAGE_SELECT1_1_1,exact,1007,HACTION_ASK_QUEST_ACCEPT,exact,11,11,询问派遣任务是什么。 | 说把戒指给他。 | 继续听。 | 继续听着。 | 点头。
select1_1_1,1013,HTML_PAGE_SELECT1_1_1,exact,1011,HACTION_SELECT1,exact,16,16,重新选择。 | 不，我再想想。 | 不，让我再想想。 | 不，我再考虑一下。
select1_1_1,1013,HTML_PAGE_SELECT1_1_1,exact,1014,HACTION_SELECT1_1_1_1,exact,35,35,点头。 | 继续听。 | 说愿意帮忙。 | “原来如此。” | 答应。
select1_1_1,1013,HTML_PAGE_SELECT1_1_1,exact,1019,HACTION_SELECT1_1_1_2,exact,6,6,请求传送到极乐世界。 | 我想去极乐世界地下竞技场。 | 要求现在送过去。 | 说忙，拒绝。
select1_1_1,1013,HTML_PAGE_SELECT1_1_1,exact,1024,HACTION_SELECT1_1_1_3,exact,3,3,我想去魔界。
select1_1_1,1013,HTML_PAGE_SELECT1_1_1,exact,10255,HACTION_SET_SUCCEED,exact,4,4,结束对话。
select1_1_1,1013,HTML_PAGE_SELECT1_1_1,exact,20000,HACTION_QUEST_ACCEPT_SIMPLE,exact,2,2,接受。
select1_1_1,1013,HTML_PAGE_SELECT1_1_1,exact,20001,HACTION_QUEST_REFUSE_SIMPLE,exact,2,2,拒绝。
select1_1_1,1013,HTML_PAGE_SELECT1_1_1,exact,39,HACTION_CHECK_USER_HAS_QUEST_ITEM,exact,2,2,拿出图尔辛克拉尔的证物。
select1_1_1_1,1014,HTML_PAGE_SELECT1_1_1_1,exact,10000,HACTION_SETPRO1,exact,26,26,结束对话。 | 闭上眼睛，移动到克利奥尼湖。 | 说好像是萤火虫。 | 结束查看。
select1_1_1_1,1014,HTML_PAGE_SELECT1_1_1_1,exact,10001,HACTION_SETPRO2,exact,1,1,说好像是缪塔。
select1_1_1_1,1014,HTML_PAGE_SELECT1_1_1_1,exact,10010,HACTION_SETPRO11,exact,5,5,结束对话。
select1_1_1_1,1014,HTML_PAGE_SELECT1_1_1_1,exact,1008,HACTION_FINISH_DIALOG,exact,2,2,结束对话。
select1_1_1_1,1014,HTML_PAGE_SELECT1_1_1_1,exact,1013,HACTION_SELECT1_1_1,exact,5,5,“让我重新考虑一下。” | 重新考虑一下。 | 我再考虑一下。
select1_1_1_1,1014,HTML_PAGE_SELECT1_1_1_1,exact,10255,HACTION_SET_SUCCEED,exact,3,3,结束对话。
select1_1_1_1,1014,HTML_PAGE_SELECT1_1_1_1,exact,1097,HACTION_SELECT1_2,exact,1,1,继续听。
select1_1_1_2,1019,HTML_PAGE_SELECT1_1_1_2,exact,10000,HACTION_SETPRO1,exact,2,2,闭上眼睛。
select1_1_1_2,1019,HTML_PAGE_SELECT1_1_1_2,exact,10011,HACTION_SETPRO12,exact,5,5,结束对话。
select1_1_1_2,1019,HTML_PAGE_SELECT1_1_1_2,exact,1008,HACTION_FINISH_DIALOG,exact,1,1,结束对话。
select1_1_1_2,1019,HTML_PAGE_SELECT1_1_1_2,exact,1013,HACTION_SELECT1_1_1,exact,5,5,然我再考虑一下。 | 重新考虑一下。 | 让我重新考虑一下。
select1_1_1_3,1024,HTML_PAGE_SELECT1_1_1_3,exact,10012,HACTION_SETPRO13,exact,5,5,结束对话。
select1_1_1_3,1024,HTML_PAGE_SELECT1_1_1_3,exact,1013,HACTION_SELECT1_1_1,exact,5,5,然我再考虑一下。 | 重新考虑一下。 | 我再考虑一下。
select1_1_2,1034,HTML_PAGE_SELECT1_1_2,exact,10001,HACTION_SETPRO2,exact,4,4,点头。
select1_1_2,1034,HTML_PAGE_SELECT1_1_2,exact,1008,HACTION_FINISH_DIALOG,exact,15,15,结束对话。
select1_1_2,1034,HTML_PAGE_SELECT1_1_2,exact,1011,HACTION_SELECT1,exact,4,4,重新选择。
select1_2,1097,HTML_PAGE_SELECT1_2,exact,10000,HACTION_SETPRO1,exact,9,9,结束对话。 | 拿到椰林族精髓。 | 再次跟他说现在要出发。
select1_2,1097,HTML_PAGE_SELECT1_2,exact,10001,HACTION_SETPRO2,exact,75,75,拿出1200个秘银铸币。 | 拿出7个神圣证物。 | 拿出14个神圣证物。 | 拿出28个神圣证物。 | 拿出15个特殊作战部证物。
select1_2,1097,HTML_PAGE_SELECT1_2,exact,10002,HACTION_SETPRO3,exact,6,6,"拿出5000基纳。 | 给他10杯梅拉果汁。 | ""祝福，并拿出1,000基纳。"" | 祝愿，并拿出1000基纳。 | 祈愿，并拿出1000基纳。"
select1_2,1097,HTML_PAGE_SELECT1_2,exact,10009,HACTION_SETPRO10,exact,12,12,是的，我想购买艾尔米提亚之大剑图案。 | 是的，我想购买艾尔米提亚之金属胸甲图案。 | 是的，我想购买艾尔米提亚之长袍腰带图案。 | 是的，我想购买艾尔米提亚之项链图案。 | 是的，我想购买艾尔米提亚之法书图案。
select1_2,1097,HTML_PAGE_SELECT1_2,exact,10010,HACTION_SETPRO11,exact,2,2,拿出第一种料理。
select1_2,1097,HTML_PAGE_SELECT1_2,exact,10019,HACTION_SETPRO20,exact,5,5,结束对话。
select1_2,1097,HTML_PAGE_SELECT1_2,exact,1008,HACTION_FINISH_DIALOG,exact,33,33,结束对话。 | 料理完成。
select1_2,1097,HTML_PAGE_SELECT1_2,exact,1011,HACTION_SELECT1,exact,80,80,重新考虑一下。 | 仔细查看物品。 | 再考虑一下。 | 跟他说再考虑一下。 | 跟她说再考虑一下。
select1_2,1097,HTML_PAGE_SELECT1_2,exact,1012,HACTION_SELECT1_1,exact,12,12,我要再考虑一下。 | 我要重新想一想。 | 再考虑一下。
select1_2,1097,HTML_PAGE_SELECT1_2,exact,10255,HACTION_SET_SUCCEED,exact,1,1,结束对话。
select1_2,1097,HTML_PAGE_SELECT1_2,exact,1098,HACTION_SELECT1_2_1,exact,19,19,继续听。 | 选择金属盔甲制作。 | 我想要交换上衣。 | 我拥有权杖。 | 接受。
select1_2,1097,HTML_PAGE_SELECT1_2,exact,1119,HACTION_SELECT1_2_2,exact,18,18,选择裁缝。 | 我想要交换下衣。 | 我拥有法杖。 | 拒绝。 | 我想交换下衣。
select1_2,1097,HTML_PAGE_SELECT1_2,exact,1140,HACTION_SELECT1_2_3,exact,12,12,我想要交换鞋子。 | 我拥有法书。 | 我想交换鞋子。 | 我有法书。
select1_2,1097,HTML_PAGE_SELECT1_2,exact,1161,HACTION_SELECT1_2_4,exact,12,12,我想要交换护肩。 | 我拥有宝珠。 | 我想交换护肩。 | 我有宝珠。
select1_2,1097,HTML_PAGE_SELECT1_2,exact,1204,HACTION_SELECT1_3_2,exact,4,4,我拥有魔力枪。 | 我有魔力枪。
select1_2,1097,HTML_PAGE_SELECT1_2,exact,1225,HACTION_SELECT1_3_3,exact,4,4,我拥有魔力炮。 | 我有魔力炮。
select1_2,1097,HTML_PAGE_SELECT1_2,exact,1246,HACTION_SELECT1_3_4,exact,4,4,我拥有弦乐器。 | 我有弦乐器。
select1_2,1097,HTML_PAGE_SELECT1_2,exact,5104,HACTION_SELECT1_2_5,exact,6,6,我想要交换手套。 | 我想交换手套。
select1_2,1097,HTML_PAGE_SELECT1_2,exact,5105,HACTION_SELECT1_3_5,exact,4,4,我拥有启动钥匙。 | 我有启动钥匙。
select1_2_1,1098,HTML_PAGE_SELECT1_2_1,exact,10000,HACTION_SETPRO1,exact,2,2,结束对话。
select1_2_1,1098,HTML_PAGE_SELECT1_2_1,exact,10002,HACTION_SETPRO3,exact,4,4,点头。
select1_2_1,1098,HTML_PAGE_SELECT1_2_1,exact,1011,HACTION_SELECT1,exact,4,4,重新选择。
select1_2_1,1098,HTML_PAGE_SELECT1_2_1,exact,1099,HACTION_SELECT1_2_1_1,exact,1,1,需要我做什么呢？
select1_2_1_1,1099,HTML_PAGE_SELECT1_2_1_1,exact,10000,HACTION_SETPRO1,exact,1,1,结束对话。
select1_2_2,1119,HTML_PAGE_SELECT1_2_2,exact,10003,HACTION_SETPRO4,exact,4,4,点头。
select1_2_2,1119,HTML_PAGE_SELECT1_2_2,exact,1011,HACTION_SELECT1,exact,4,4,重新选择。
select1_3,1182,HTML_PAGE_SELECT1_3,exact,10000,HACTION_SETPRO1,exact,8,8,只拿出成长的种子。 | 只交出成长的种子。 | 只递出成长的种子。
select1_3,1182,HTML_PAGE_SELECT1_3,exact,10002,HACTION_SETPRO3,exact,75,75,拿出900个秘银铸币。 | 拿出15个神圣证物。 | 拿出30个神圣证物。 | 拿出60个神圣证物。 | 拿出30个特殊作战部证物。
select1_3,1182,HTML_PAGE_SELECT1_3,exact,10006,HACTION_SETPRO7,exact,6,6,"拿出50000基纳。 | 给他100杯梅拉果汁。 | ""祝福，并拿出10,000基纳。"" | 祝愿，并拿出10000基纳。 | 祈愿，并拿出10000基纳。"
select1_3,1182,HTML_PAGE_SELECT1_3,exact,10019,HACTION_SETPRO20,exact,12,12,是的，我想购买发光的艾尔米提亚之大剑图案。 | 是的，我想购买发光的艾尔米提亚之金属胸甲图案。 | 是的，我想购买发光的艾尔米提亚之长袍腰带图案。 | 是的，我想购买发光的艾尔米提亚之项链图案。 | 是的，我想购买发光的艾尔米提亚之法书图案。
select1_3,1182,HTML_PAGE_SELECT1_3,exact,1008,HACTION_FINISH_DIALOG,exact,16,16,结束对话。
select1_3,1182,HTML_PAGE_SELECT1_3,exact,1011,HACTION_SELECT1,exact,80,80,重新考虑一下。 | 仔细查看物品。 | 再考虑一下。 | 跟他说再考虑一下。 | 跟她说再考虑一下。
select1_3,1182,HTML_PAGE_SELECT1_3,exact,1012,HACTION_SELECT1_1,exact,12,12,我要再考虑一下。 | 我要重新想一想。 | 再考虑一下。
select1_3,1182,HTML_PAGE_SELECT1_3,exact,1183,HACTION_SELECT1_3_1,exact,17,17,选择料理。 | 继续听。 | 我想要交换上衣。 | 当然了。 | 是的。
select1_3,1182,HTML_PAGE_SELECT1_3,exact,1204,HACTION_SELECT1_3_2,exact,10,10,选择炼金术。 | 我想要交换下衣。 | 我想交换下衣。 | 选择炼金术
select1_3,1182,HTML_PAGE_SELECT1_3,exact,1225,HACTION_SELECT1_3_3,exact,6,6,我想要交换鞋子。 | 我想交换鞋子。
select1_3,1182,HTML_PAGE_SELECT1_3,exact,1246,HACTION_SELECT1_3_4,exact,6,6,我想要交换护肩。 | 我想交换护肩。
select1_3,1182,HTML_PAGE_SELECT1_3,exact,5105,HACTION_SELECT1_3_5,exact,6,6,我想要交换手套。 | 我想交换手套。
select1_3_1,1183,HTML_PAGE_SELECT1_3_1,exact,10004,HACTION_SETPRO5,exact,4,4,点头。
select1_3_1,1183,HTML_PAGE_SELECT1_3_1,exact,1011,HACTION_SELECT1,exact,4,4,重新选择。
select1_3_1,1183,HTML_PAGE_SELECT1_3_1,exact,1184,HACTION_SELECT1_3_1_1,exact,1,1,询问帕夫纳提供的情报。
select1_3_1_1,1184,HTML_PAGE_SELECT1_3_1_1,exact,10000,HACTION_SETPRO1,exact,1,1,结束对话。
select1_3_2,1204,HTML_PAGE_SELECT1_3_2,exact,10005,HACTION_SETPRO6,exact,4,4,点头。
select1_3_2,1204,HTML_PAGE_SELECT1_3_2,exact,1011,HACTION_SELECT1,exact,4,4,重新选择。
select1_4,1267,HTML_PAGE_SELECT1_4,exact,10003,HACTION_SETPRO4,exact,27,27,拿出600个秘银铸币 | 交出龙帝之心。 | 交出特化龙帝之心。 | 结束对话。 | 将200白金铸币交给他。
select1_4,1267,HTML_PAGE_SELECT1_4,exact,10010,HACTION_SETPRO11,exact,1,1,结束对话
select1_4,1267,HTML_PAGE_SELECT1_4,exact,1008,HACTION_FINISH_DIALOG,exact,8,8,结束对话。
select1_4,1267,HTML_PAGE_SELECT1_4,exact,1011,HACTION_SELECT1,exact,26,26,重新考虑一下。 | 仔细查看物品。 | 跟他说再考虑一下。 | 跟她说再考虑一下。 | 跟他说再考虑一下
select1_4,1267,HTML_PAGE_SELECT1_4,exact,1268,HACTION_SELECT1_4_1,exact,7,7,询问锡兰泰拉回廊和帕休曼迪尔寺院的情况。 | 我想要交换上衣。 | 我想交换上衣。
select1_4,1267,HTML_PAGE_SELECT1_4,exact,1289,HACTION_SELECT1_4_2,exact,6,6,我想要交换下衣。 | 我想交换下衣。
select1_4,1267,HTML_PAGE_SELECT1_4,exact,1310,HACTION_SELECT1_4_3,exact,6,6,我想要交换鞋子。 | 我想交换鞋子。
select1_4,1267,HTML_PAGE_SELECT1_4,exact,1331,HACTION_SELECT1_4_4,exact,6,6,我想要交换护肩。 | 我想交换护肩。
select1_4,1267,HTML_PAGE_SELECT1_4,exact,5106,HACTION_SELECT1_4_5,exact,6,6,我想要交换手套。 | 我想交换手套。
select1_4_1,1268,HTML_PAGE_SELECT1_4_1,exact,10004,HACTION_SETPRO5,exact,2,2,交出龙帝之尾。 | 交出特化龙帝之尾。
select1_4_1,1268,HTML_PAGE_SELECT1_4_1,exact,10010,HACTION_SETPRO11,exact,1,1,结束对话。
select1_4_1,1268,HTML_PAGE_SELECT1_4_1,exact,1008,HACTION_FINISH_DIALOG,exact,2,2,结束对话。
select1_4_1,1268,HTML_PAGE_SELECT1_4_1,exact,1011,HACTION_SELECT1,exact,2,2,仔细查看物品。
select1_4_2,1289,HTML_PAGE_SELECT1_4_2,exact,1008,HACTION_FINISH_DIALOG,exact,2,2,点头。
select2,1352,HTML_PAGE_SELECT2,exact,10000,HACTION_SETPRO1,exact,167,167,拿出黑暗术古牧师掉落物品。 | 结束对话。 | 回答说知道了。 | 收下报告书。 | 结束调查。
select2,1352,HTML_PAGE_SELECT2,exact,10001,HACTION_SETPRO2,exact,92,92,结束对话。 | 搭乘尤洛斯号。 | 说准备好了。 | 回答说知道了。 | 使用进攻回廊。
select2,1352,HTML_PAGE_SELECT2,exact,10002,HACTION_SETPRO3,exact,6,6,拿出黑暗术古游侠掉落物品。 | 拿出慧眼之衣和布拉斯的蹄子。 | 拿出火鸟大腿肉。 | 拿出剑齿豹皮毛。 | 递过萤火虫的卵囊。
select2,1352,HTML_PAGE_SELECT2,exact,1008,HACTION_FINISH_DIALOG,exact,41,41,结束对话。 | 说知道了。
select2,1352,HTML_PAGE_SELECT2,exact,1009,HACTION_SELECT_QUEST_REWARD,exact,1911,1911,报告结果。 | 说出名字。 | 点头。 | 说没关系，事情都做完了。 | 说事情已经完成了。
select2,1352,HTML_PAGE_SELECT2,exact,1011,HACTION_SELECT1,exact,12,12,再次选择。 | 重新选择。
select2,1352,HTML_PAGE_SELECT2,exact,10255,HACTION_SET_SUCCEED,exact,25,25,停止查看。 | 说知道了。 | 前往知识书库。 | 结束对话。 | 点头。
select2,1352,HTML_PAGE_SELECT2,exact,1353,HACTION_SELECT2_1,exact,878,878,转达艾尔米提亚的话。 | 碰了碰被缠住的守护者。 | 摇头。 | 询问原因。 | 转达塞昆迪拉的话。
select2,1352,HTML_PAGE_SELECT2,exact,1354,HACTION_SELECT2_1_1,exact,2,2,请给我手套。 | 选择手套。
select2,1352,HTML_PAGE_SELECT2,exact,1375,HACTION_SELECT2_1_2,exact,2,2,请给我护肩。 | 选择护肩。
select2,1352,HTML_PAGE_SELECT2,exact,1396,HACTION_SELECT2_1_3,exact,2,2,请给我鞋子。 | 选择鞋。
select2,1352,HTML_PAGE_SELECT2,exact,1438,HACTION_SELECT2_2,exact,18,18,询问可以获得埃利安露水的方法。 | 询问可以获得炽热的气息的方法。 | 询问可以获得封印的知识之书的方法。 | 是深邃的水之气息。 | 询问可以获得佩尔农露水的方法。
select2,1352,HTML_PAGE_SELECT2,exact,1523,HACTION_SELECT2_3,exact,10,10,询问可以获得奥格林特叶子的方法。 | 询问可以获得受诅咒的知识之书的方法。 | 询问可以获得荣誉守护者勋章的方法。 | “是龙族制造的空间。”
select2,1352,HTML_PAGE_SELECT2,exact,1608,HACTION_SELECT2_4,exact,4,4,询问可以获得荣誉守护者勋章的方法。
select2,1352,HTML_PAGE_SELECT2,exact,1693,HACTION_SELECT3,exact,1,1,不是，不是我丢的那只斧头。
select2,1352,HTML_PAGE_SELECT2,exact,20002,HACTION_CHECK_USER_HAS_QUEST_ITEM_SIMPLE,exact,11,11,拿出无华的花。 | 交出搜集的道具。
select2,1352,HTML_PAGE_SELECT2,exact,2716,HACTION_SELECT6,exact,2,2,打开装有机密的箱子查看。
select2,1352,HTML_PAGE_SELECT2,exact,39,HACTION_CHECK_USER_HAS_QUEST_ITEM,exact,107,107,交出自由之箭派遣队员的痕迹。 | 拿出时空精髓。 | 拿出守卫的军牌。 | 拿出水。 | 拿出布里特拉军的指令书。
select2_1,1353,HTML_PAGE_SELECT2_1,exact,10000,HACTION_SETPRO1,exact,475,475,结束对话。 | 说知道了。 | 说知道了 | 停止查看。 | 收下信。
select2_1,1353,HTML_PAGE_SELECT2_1,exact,10001,HACTION_SETPRO2,exact,206,206,向守护者默哀后离开。 | 结束对话。 | 回答说知道了。 | 说知道了。 | 我知道了。
select2_1,1353,HTML_PAGE_SELECT2_1,exact,10006,HACTION_SETPRO7,exact,4,4,结束对话。
select2_1,1353,HTML_PAGE_SELECT2_1,exact,10009,HACTION_SETPRO10,exact,1,1,结束对话。
select2_1,1353,HTML_PAGE_SELECT2_1,exact,10010,HACTION_SETPRO11,exact,1,1,“仔细想了一下，您说的对。
select2_1,1353,HTML_PAGE_SELECT2_1,exact,10019,HACTION_SETPRO20,exact,2,2,获取第二种图案。
select2_1,1353,HTML_PAGE_SELECT2_1,exact,1008,HACTION_FINISH_DIALOG,exact,35,35,结束对话。 | 拒绝。 | 停止查看。
select2_1,1353,HTML_PAGE_SELECT2_1,exact,1009,HACTION_SELECT_QUEST_REWARD,exact,3,3,“是我选的。” | 报告结果。 | 回答说塔鲁好像是犯人，并且已经将塔鲁消灭。
select2_1,1353,HTML_PAGE_SELECT2_1,exact,10255,HACTION_SET_SUCCEED,exact,11,11,点头。 | 交出米拉詹特圣骑士之印章。 | 结束对话。 | 交出潘利尔的犬牙之印章。
select2_1,1353,HTML_PAGE_SELECT2_1,exact,1354,HACTION_SELECT2_1_1,exact,161,161,提亚马特龙帝怎么？ | 继续听。 | 询问哈纳尔卡德的位置。 | 说是代替贝尔丹过来帮他的。 | 你说只有一张？
select2_1,1353,HTML_PAGE_SELECT2_1,exact,1375,HACTION_SELECT2_1_2,exact,8,8,"需要我的生命？ | 询问做什么事。 | 是真理。 | ""需要我的生命？"" | 询问要做什么事。"
select2_1,1353,HTML_PAGE_SELECT2_1,exact,1396,HACTION_SELECT2_1_3,exact,2,2,"需要我的气息？ | ""需要我的气息？"""
select2_1,1353,HTML_PAGE_SELECT2_1,exact,1438,HACTION_SELECT2_2,exact,11,11,说准备好了。 | 让他讲述鸢族的历史。 | 继续听。 | 了解混沌竞技场的规则。 | 坦白说看过。
select2_1,1353,HTML_PAGE_SELECT2_1,exact,1523,HACTION_SELECT2_3,exact,1,1,骗他说没看过。
select2_1,1353,HTML_PAGE_SELECT2_1,exact,1693,HACTION_SELECT3,exact,1,1,“仔细看了看，这不是我的斧头。”
select2_1,1353,HTML_PAGE_SELECT2_1,exact,1694,HACTION_SELECT3_1,exact,7,7,说要以情侣身份活动。 | 我会站在情侣这边进行活动。 | 说是受到了埃尔的委托。
select2_1_1,1354,HTML_PAGE_SELECT2_1_1,exact,10000,HACTION_SETPRO1,exact,27,27,结束对话。 | 闭上眼睛。
select2_1_1,1354,HTML_PAGE_SELECT2_1_1,exact,10001,HACTION_SETPRO2,exact,99,99,结束对话。 | 说知道了。 | 好的。 | “准备好了。” | 接受提议。
select2_1_1,1354,HTML_PAGE_SELECT2_1_1,exact,10009,HACTION_SETPRO10,exact,2,2,是的，请给我手套。 | 决定为手套。
select2_1_1,1354,HTML_PAGE_SELECT2_1_1,exact,10010,HACTION_SETPRO11,exact,3,3,交钱拿到药水。 | 把钱给他，收下药水。 | “怎么看都像是雷帕尔革命团干的。”
select2_1_1,1354,HTML_PAGE_SELECT2_1_1,exact,1008,HACTION_FINISH_DIALOG,exact,6,6,结束对话。
select2_1_1,1354,HTML_PAGE_SELECT2_1_1,exact,1009,HACTION_SELECT_QUEST_REWARD,exact,1,1,继续听。
select2_1_1,1354,HTML_PAGE_SELECT2_1_1,exact,10255,HACTION_SET_SUCCEED,exact,1,1,结束对话。
select2_1_1,1354,HTML_PAGE_SELECT2_1_1,exact,1355,HACTION_SELECT2_1_1_1,exact,18,18,继续听。 | 点头。 | 遵从信念。 | 询问要寻找的物品。 | 询问最后是在什么地方看见的。
select2_1_1,1354,HTML_PAGE_SELECT2_1_1,exact,1360,HACTION_SELECT2_1_1_2,exact,3,3,遵从主神们的意愿。 | 遵从主神的意愿。
select2_1_1,1354,HTML_PAGE_SELECT2_1_1,exact,1375,HACTION_SELECT2_1_2,exact,4,4,不，请给我护肩。 | “因为永恒之塔正在崩溃。” | 改为护肩。
select2_1_1,1354,HTML_PAGE_SELECT2_1_1,exact,1396,HACTION_SELECT2_1_3,exact,4,4,不，请给我鞋子。 | “因为亚特雷亚的奥德的能量正在枯竭。” | 改为鞋。
select2_1_1,1354,HTML_PAGE_SELECT2_1_1,exact,1417,HACTION_SELECT2_1_4,exact,2,2,因为欧比斯的怪物涌入了亚特雷亚。 | “因为欧比斯的怪物涌入了亚特雷亚。”
select2_1_1,1354,HTML_PAGE_SELECT2_1_1,exact,1438,HACTION_SELECT2_2,exact,3,3,再考虑一下。 | 支付1万基尼。
select2_1_1,1354,HTML_PAGE_SELECT2_1_1,exact,1523,HACTION_SELECT2_3,exact,1,1,没这么多钱？
select2_1_1,1354,HTML_PAGE_SELECT2_1_1,exact,1694,HACTION_SELECT3_1,exact,6,6,说要以情侣身份活动。 | 我会站在情侣这边进行活动。
select2_1_1,1354,HTML_PAGE_SELECT2_1_1,exact,1779,HACTION_SELECT3_2,exact,6,6,说要以单身身份活动。 | 我会站在单身汉这边进行活动。
select2_1_1_1,1355,HTML_PAGE_SELECT2_1_1_1,exact,10000,HACTION_SETPRO1,exact,1,1,结束对话。
select2_1_1_1,1355,HTML_PAGE_SELECT2_1_1_1,exact,10001,HACTION_SETPRO2,exact,13,13,结束对话。 | 结束对话 | “准备好了。”
select2_1_1_1,1355,HTML_PAGE_SELECT2_1_1_1,exact,10011,HACTION_SETPRO12,exact,1,1,“原来真的像我想得那样，蛇妖才是罪犯。”
select2_1_1_1,1355,HTML_PAGE_SELECT2_1_1_1,exact,1008,HACTION_FINISH_DIALOG,exact,3,3,回去拿钱来。 | 说去拿钱过来。 | 结束对话。
select2_1_1_1,1355,HTML_PAGE_SELECT2_1_1_1,exact,1360,HACTION_SELECT2_1_1_2,exact,2,2,回答说是第一个。
select2_1_1_1,1355,HTML_PAGE_SELECT2_1_1_1,exact,1365,HACTION_SELECT2_1_1_3,exact,2,2,回答说是第二个。
select2_1_1_1,1355,HTML_PAGE_SELECT2_1_1_1,exact,1370,HACTION_SELECT2_1_1_4,exact,2,2,回答说是第三个。
select2_1_1_1,1355,HTML_PAGE_SELECT2_1_1_1,exact,1375,HACTION_SELECT2_1_2,exact,2,2,替你办事。 | 说愿意帮他做事。
select2_1_1_2,1360,HTML_PAGE_SELECT2_1_1_2,exact,1365,HACTION_SELECT2_1_1_3,exact,2,2,回答说是第二个。
select2_1_1_2,1360,HTML_PAGE_SELECT2_1_1_2,exact,1370,HACTION_SELECT2_1_1_4,exact,2,2,回答说是第三个。
select2_1_1_3,1365,HTML_PAGE_SELECT2_1_1_3,exact,1360,HACTION_SELECT2_1_1_2,exact,2,2,回答说是第一个。
select2_1_1_3,1365,HTML_PAGE_SELECT2_1_1_3,exact,1370,HACTION_SELECT2_1_1_4,exact,2,2,回答说是第三个。
select2_1_1_4,1370,HTML_PAGE_SELECT2_1_1_4,exact,10001,HACTION_SETPRO2,exact,2,2,结束对话。
select2_1_2,1375,HTML_PAGE_SELECT2_1_2,exact,10001,HACTION_SETPRO2,exact,1,1,结束对话。
select2_1_2,1375,HTML_PAGE_SELECT2_1_2,exact,10011,HACTION_SETPRO12,exact,2,2,前往马皮尔那里。 | 说马上去找马皮尔。
select2_1_2,1375,HTML_PAGE_SELECT2_1_2,exact,10019,HACTION_SETPRO20,exact,2,2,是的，请给我护肩。 | 决定为护肩。
select2_1_2,1375,HTML_PAGE_SELECT2_1_2,exact,1353,HACTION_SELECT2_1,exact,2,2,请他再说一遍。
select2_1_2,1375,HTML_PAGE_SELECT2_1_2,exact,1354,HACTION_SELECT2_1_1,exact,2,2,不，请给我手套。 | 改为手套。
select2_1_2,1375,HTML_PAGE_SELECT2_1_2,exact,1396,HACTION_SELECT2_1_3,exact,4,4,不，请给我鞋子。 | “因为亚特雷亚的奥德的能量正在枯竭。” | 改为鞋。
select2_1_2,1375,HTML_PAGE_SELECT2_1_2,exact,1417,HACTION_SELECT2_1_4,exact,2,2,因为欧比斯的怪物涌入了亚特雷亚。 | “因为欧比斯的怪物涌入了亚特雷亚。”
select2_1_2,1375,HTML_PAGE_SELECT2_1_2,exact,1438,HACTION_SELECT2_2,exact,2,2,再考虑一下。
