quest_id	class	row_status	client_rows	missing_actions	missing_action_pages	shown_but_unrouted	page_never_shown	shape	row_state_verdict	visible_state_var0	rows_without_state	reward_var0	xml_states	xml_fields	last_commit	reason
2912	仍缺_客户端页面从未下发	行状态已收口	4	SELECT3_1 SELECT4_1 SETPRO2 SETPRO3	SELECT3_1->SELECT3 SELECT4_1->SELECT4 SETPRO2->SELECT3_1 SETPRO3->SELECT4_1		SELECT3_1 SELECT4_1 SETPRO2 SETPRO3	ALIGNED	ROW_STATE_ALIGNED	0 1 2 3		3	started:START@0 stage1:START@1 stage2:START@2 reward:REWARD@3	var0	7a7d27809 2026-09-21 fix(quest): 领奖行全库审计批次 1-7：375 个任务行状态与领奖投影收口	4 个动作所在页面 XML 从未下发（错页/跳页）：SELECT3_1 SELECT4_1 SETPRO2 SETPRO3
2913	仍缺_客户端页面从未下发	行状态已收口	3	SELECT3_1 SELECT4_1 SETPRO2	SELECT3_1->SELECT3 SELECT4_1->SELECT3_1 SETPRO2->SELECT4_1		SELECT3_1 SELECT4_1 SETPRO2	ALIGNED	ROW_STATE_ALIGNED	0 1 2		2	started:START@0 stage1:START@1 reward:REWARD@2	var0	7a7d27809 2026-09-21 fix(quest): 领奖行全库审计批次 1-7：375 个任务行状态与领奖投影收口	3 个动作所在页面 XML 从未下发（错页/跳页）：SELECT3_1 SELECT4_1 SETPRO2
2917	仍缺_客户端页面从未下发	行状态已收口	3	SELECT3_1 SETPRO2	SELECT3_1->SELECT3 SETPRO2->SELECT3_1		SELECT3_1 SETPRO2	ALIGNED	ROW_STATE_ALIGNED	0 1 2		2	started:START@0 stage1:START@1 reward:REWARD@2	var0	7a7d27809 2026-09-21 fix(quest): 领奖行全库审计批次 1-7：375 个任务行状态与领奖投影收口	2 个动作所在页面 XML 从未下发（错页/跳页）：SELECT3_1 SETPRO2
2920	仍缺_客户端页面从未下发	行状态已收口	2	SELECT3_1 SELECT3_1_1 SELECT3_1_1_1 SETPRO1 SETPRO2	SELECT3_1->SELECT3 SELECT3_1_1->SELECT3_1 SELECT3_1_1_1->SELECT3_1_1 SETPRO1->SELECT1 SETPRO2->SELECT1		SELECT3_1 SELECT3_1_1 SELECT3_1_1_1 SETPRO1 SETPRO2	STATES_BEYOND_ROWS	STATE_OUT_OF_RANGE	0 1 2		None	started:START@0 reward1:REWARD@1 reward2:REWARD@2		3f4e507fc 2026-09-18 fix(quest): align multi-tier story branching rewards with retail contract (P5-2)	5 个动作所在页面 XML 从未下发（错页/跳页）：SELECT3_1 SELECT3_1_1 SELECT3_1_1_1 SETPRO1 SETPRO2
2947	仍缺_客户端页面从未下发	行状态未收口	10	SELECT10_1 SELECT2_1 SETPRO11 SETPRO13 SETPRO2	SELECT10_1->SELECT10 SELECT2_1->SELECT2 SETPRO11->SELECT1_1_1_1 SETPRO13->SELECT1_1_1_3 SETPRO2->SELECT2_1		SELECT10_1 SELECT2_1 SETPRO11 SETPRO13 SETPRO2	INTERIOR_GAP	ROW_WITHOUT_STATE	0 4 5 9	1 2 3 6 7 8	None	s0:START@0 s4:START@4 s5:START@5 s9:REWARD@9	var0 var4	e5ccac81d 2026-09-14 fix(quest): allow optional 2947 turn-in item cleanup	5 个动作所在页面 XML 从未下发（错页/跳页）：SELECT10_1 SELECT2_1 SETPRO11 SETPRO13 SETPRO2
2962	仍缺_页面已下发但无路由	行状态未收口	3	SELECT3_1 SELECT3_2 SETPRO1 SETPRO3 SETPRO4	SELECT3_1->SELECT3 SELECT3_2->SELECT3 SETPRO1->SELECT1_1_1 SETPRO3->SELECT3_1 SETPRO4->SELECT3_2	SETPRO1	SELECT3_1 SELECT3_2 SETPRO3 SETPRO4	MISSING_TAIL_ROWS	ROW_WITHOUT_STATE	0	1 2	0	started:START@0 reward:REWARD@0		bc661d0a8 2026-09-18 fix(quest): align fixed/selectable reward items with retail contract (P4-2)	1 个动作所在页面已由 XML 下发但动作无路由：SETPRO1
2964	仍缺_客户端页面从未下发	行状态已收口	2	SELECT2_1 SETPRO1	SELECT2_1->SELECT2 SETPRO1->SELECT2_1		SELECT2_1 SETPRO1	ALIGNED	ROW_STATE_ALIGNED	0 1		1	started:START@0 reward:REWARD@1		f07723711 2026-09-10 fix(quest): align client dialog pages and routes	2 个动作所在页面 XML 从未下发（错页/跳页）：SELECT2_1 SETPRO1
3050	仍缺_客户端页面从未下发	行状态未收口	5	SELECT1_1_1 SETPRO1	SELECT1_1_1->SELECT1_1 SETPRO1->SELECT1_1_1		SELECT1_1_1 SETPRO1	INTERIOR_GAP	ROW_WITHOUT_STATE	0 2 3	1 4	3	started:START@0 v2:START@2 v3:START@3 reward:REWARD@3		a9a42da9b 2026-08-15 fix(quest): restore confirmed accept dialog chains	2 个动作所在页面 XML 从未下发（错页/跳页）：SELECT1_1_1 SETPRO1
3088	仍缺_客户端页面从未下发	行状态未收口	6	SELECT4_1 SELECT5_1 SELECT5_1_1 SELECT6_1 SELECT8_1 SETPRO4 SETPRO5 SETPRO6 SETPRO8	SELECT4_1->SELECT4 SELECT5_1->SELECT5 SELECT5_1_1->SELECT5_1 SELECT6_1->SELECT6 SELECT8_1->SELECT8 SETPRO4->SELECT4_1 SETPRO5->SELECT5_1_1 SETPRO6->SELECT6_1 SETPRO8->SELECT8_1		SELECT4_1 SELECT5_1 SELECT5_1_1 SELECT6_1 SELECT8_1 SETPRO4 SETPRO5 SETPRO6 SETPRO8	STATES_BEYOND_ROWS	BOTH_MISALIGNED	0 2 6 8	1 3 4 5	None	started:START@0 reward1:REWARD@2 reward2:REWARD@6 reward3:REWARD@8		3f4e507fc 2026-09-18 fix(quest): align multi-tier story branching rewards with retail contract (P5-2)	9 个动作所在页面 XML 从未下发（错页/跳页）：SELECT4_1 SELECT5_1 SELECT5_1_1 SELECT6_1 SELECT8_1 SETPRO4 SETPRO5 SETPRO6 SETPRO8
3093	仍缺_客户端页面从未下发	行状态已收口	4	SELECT3_1 SELECT4_1 SETPRO2 SETPRO3	SELECT3_1->SELECT3 SELECT4_1->SELECT4 SETPRO2->SELECT3_1 SETPRO3->SELECT4_1		SELECT3_1 SELECT4_1 SETPRO2 SETPRO3	ALIGNED	ROW_STATE_ALIGNED	0 1 2 3		3	started:START@0 stage1:START@1 stage2:START@2 reward:REWARD@3	var0	7a7d27809 2026-09-21 fix(quest): 领奖行全库审计批次 1-7：375 个任务行状态与领奖投影收口	4 个动作所在页面 XML 从未下发（错页/跳页）：SELECT3_1 SELECT4_1 SETPRO2 SETPRO3
3209	仍缺_客户端页面从未下发	行状态已收口	2	SELECT2_1	SELECT2_1->SELECT2		SELECT2_1	ALIGNED	ROW_STATE_ALIGNED	0 1		1	started:START@0 reward:REWARD@1		818889c7c 2026-09-10 fix(quest): resolve legacy client dialog page candidates	1 个动作所在页面 XML 从未下发（错页/跳页）：SELECT2_1
3218	仍缺_客户端页面从未下发	行状态已收口	2	SELECT2_1 SETPRO1	SELECT2_1->SELECT2 SETPRO1->SELECT2_1		SELECT2_1 SETPRO1	ALIGNED	ROW_STATE_ALIGNED	0 1		1	started:START@0 reward:REWARD@1		f07723711 2026-09-10 fix(quest): align client dialog pages and routes	2 个动作所在页面 XML 从未下发（错页/跳页）：SELECT2_1 SETPRO1
3966	仍缺_客户端页面从未下发	行状态未收口	4	SELECT3_1 SELECT4_1 SETPRO2 SETPRO3	SELECT3_1->SELECT3 SELECT4_1->SELECT4 SETPRO2->SELECT3_1 SETPRO3->SELECT4_1		SELECT3_1 SELECT4_1 SETPRO2 SETPRO3	MISSING_TAIL_ROWS	ROW_WITHOUT_STATE	0	1 2 3	0	started:START@0 reward:REWARD@0		f07723711 2026-09-10 fix(quest): align client dialog pages and routes	4 个动作所在页面 XML 从未下发（错页/跳页）：SELECT3_1 SELECT4_1 SETPRO2 SETPRO3
3968	仍缺_客户端页面从未下发	行状态未收口	4	SELECT3_1 SELECT4_1 SETPRO2 SETPRO3	SELECT3_1->SELECT3 SELECT4_1->SELECT4 SETPRO2->SELECT3_1 SETPRO3->SELECT4_1		SELECT3_1 SELECT4_1 SETPRO2 SETPRO3	MISSING_TAIL_ROWS	ROW_WITHOUT_STATE	0	1 2 3	0	started:START@0 reward:REWARD@0		33f614fd0 2026-09-17 fix(quest): resolve cross-faction drop mismatch, craft turn-ins, and ghost items	4 个动作所在页面 XML 从未下发（错页/跳页）：SELECT3_1 SELECT4_1 SETPRO2 SETPRO3
3970	仍缺_客户端页面从未下发	行状态已收口	4	SELECT3_1 SELECT4_1 SETPRO2 SETPRO3	SELECT3_1->SELECT3 SELECT4_1->SELECT4 SETPRO2->SELECT3_1 SETPRO3->SELECT4_1		SELECT3_1 SELECT4_1 SETPRO2 SETPRO3	ALIGNED	ROW_STATE_ALIGNED	0 1 2 3		3	started:START@0 stage1:START@1 stage2:START@2 reward:REWARD@3	var0	7a7d27809 2026-09-21 fix(quest): 领奖行全库审计批次 1-7：375 个任务行状态与领奖投影收口	4 个动作所在页面 XML 从未下发（错页/跳页）：SELECT3_1 SELECT4_1 SETPRO2 SETPRO3
3973	仍缺_客户端页面从未下发	行状态已收口	4	SELECT3_1 SELECT4_1 SETPRO2 SETPRO3	SELECT3_1->SELECT3 SELECT4_1->SELECT4 SETPRO2->SELECT3_1 SETPRO3->SELECT4_1		SELECT3_1 SELECT4_1 SETPRO2 SETPRO3	ALIGNED	ROW_STATE_ALIGNED	0 1 2 3		3	started:START@0 stage1:START@1 stage2:START@2 reward:REWARD@3	var0	7a7d27809 2026-09-21 fix(quest): 领奖行全库审计批次 1-7：375 个任务行状态与领奖投影收口	4 个动作所在页面 XML 从未下发（错页/跳页）：SELECT3_1 SELECT4_1 SETPRO2 SETPRO3
4052	仍缺_客户端页面从未下发	行状态已收口	4	SELECT3_1 SELECT4_1 SETPRO2 SETPRO3	SELECT3_1->SELECT3 SELECT4_1->SELECT4 SETPRO2->SELECT3_1 SETPRO3->SELECT4_1		SELECT3_1 SELECT4_1 SETPRO2 SETPRO3	ALIGNED	ROW_STATE_ALIGNED	0 1 2 3		3	started:START@0 stage1:START@1 stage2:START@2 reward:REWARD@3	var0	7a7d27809 2026-09-21 fix(quest): 领奖行全库审计批次 1-7：375 个任务行状态与领奖投影收口	4 个动作所在页面 XML 从未下发（错页/跳页）：SELECT3_1 SELECT4_1 SETPRO2 SETPRO3
4218	仍缺_客户端页面从未下发	行状态已收口	2	SELECT2_1 SETPRO1	SELECT2_1->SELECT2 SETPRO1->SELECT2_1		SELECT2_1 SETPRO1	ALIGNED	ROW_STATE_ALIGNED	0 1		1	started:START@0 reward:REWARD@1		f07723711 2026-09-10 fix(quest): align client dialog pages and routes	2 个动作所在页面 XML 从未下发（错页/跳页）：SELECT2_1 SETPRO1
4501	仍缺_客户端页面从未下发	行状态未收口	3	SELECT3_1 SETPRO2	SELECT3_1->SELECT3 SETPRO2->SELECT3_1		SELECT3_1 SETPRO2	MISSING_TAIL_ROWS	ROW_WITHOUT_STATE	0	1 2	0	started:START@0 reward:REWARD@0		de7c36d9d 2026-09-14 fix(quest): restore lost work-items declarations across the production catalog	2 个动作所在页面 XML 从未下发（错页/跳页）：SELECT3_1 SETPRO2
4542	仍缺_页面已下发但无路由	行状态未收口	6	SELECT3_1 SELECT3_2 SELECT5_1 SELECT6_1 SETPRO1 SETPRO3 SETPRO5 SETPRO6	SELECT3_1->SELECT3 SELECT3_2->SELECT3_1 SELECT5_1->SELECT5 SELECT6_1->SELECT6 SETPRO1->SELECT1_2 SETPRO3->SELECT3_2 SETPRO5->SELECT5_1 SETPRO6->SELECT6_1	SETPRO1	SELECT3_1 SELECT3_2 SELECT5_1 SELECT6_1 SETPRO3 SETPRO5 SETPRO6	MISSING_TAIL_ROWS	ROW_WITHOUT_STATE	0	1 2 3 4 5	0	started:START@0 reward:REWARD@0		277b21038 2026-09-18 fix(quest): align quest nameId and refresh quest catalog	1 个动作所在页面已由 XML 下发但动作无路由：SETPRO1
4712	仍缺_客户端页面从未下发	行状态未收口	2	SETPRO1	SETPRO1->SELECT1		SETPRO1	MISSING_LAST_ROW	ROW_WITHOUT_STATE	0	1	0	started:START@0 reward:REWARD@0		fbfbaba1c 2026-09-18 fix(quest): align start metadata with retail contract (P1+P2)	1 个动作所在页面 XML 从未下发（错页/跳页）：SETPRO1
4905	仍缺_客户端页面从未下发	行状态已收口	4	SELECT3_1 SELECT4_1 SETPRO2 SETPRO3	SELECT3_1->SELECT3 SELECT4_1->SELECT4 SETPRO2->SELECT3_1 SETPRO3->SELECT4_1		SELECT3_1 SELECT4_1 SETPRO2 SETPRO3	ALIGNED	ROW_STATE_ALIGNED	0 1 2 3		3	started:START@0 stage1:START@1 stage2:START@2 reward:REWARD@3	var0	7a7d27809 2026-09-21 fix(quest): 领奖行全库审计批次 1-7：375 个任务行状态与领奖投影收口	4 个动作所在页面 XML 从未下发（错页/跳页）：SELECT3_1 SELECT4_1 SETPRO2 SETPRO3
4906	仍缺_客户端页面从未下发	行状态已收口	4	SELECT3_1 SELECT4_1 SETPRO2 SETPRO3	SELECT3_1->SELECT3 SELECT4_1->SELECT4 SETPRO2->SELECT3_1 SETPRO3->SELECT4_1		SELECT3_1 SELECT4_1 SETPRO2 SETPRO3	ALIGNED	ROW_STATE_ALIGNED	0 1 2 3		3	started:START@0 stage1:START@1 stage2:START@2 reward:REWARD@3	var0	7a7d27809 2026-09-21 fix(quest): 领奖行全库审计批次 1-7：375 个任务行状态与领奖投影收口	4 个动作所在页面 XML 从未下发（错页/跳页）：SELECT3_1 SELECT4_1 SETPRO2 SETPRO3
4937	仍缺_客户端页面从未下发	行状态已收口	8	SELECT7_1	SELECT7_1->SELECT7		SELECT7_1	ALIGNED	ROW_STATE_ALIGNED	0 1 2 3 4 5 6 7		7	started:START@0 s1:START@1 s2:START@2 s3:START@3 s4:START@4 s5:START@5 s6:START@6 reward:REWARD@7	var0	7a7d27809 2026-09-21 fix(quest): 领奖行全库审计批次 1-7：375 个任务行状态与领奖投影收口	1 个动作所在页面 XML 从未下发（错页/跳页）：SELECT7_1
4942	仍缺_客户端页面从未下发	行状态未收口	11	SELECT9_1	SELECT9_1->SELECT9		SELECT9_1	MISSING_TAIL_ROWS	ROW_WITHOUT_STATE	0 1 2 3 4 5 6 7 8	9 10	0	started:START@0 s1:START@1 s2:START@2 s3:START@3 s4:START@4 s5:START@5 s6:START@6 s7:START@7 s8:START@8 reward:REWARD@0		f2470b4dc 2026-09-13 fix(quest): purge erroneous QUEST_REFUSE_4 overrides restoring SHOW_ASK_QUEST_ACCEPT_WINDOW	1 个动作所在页面 XML 从未下发（错页/跳页）：SELECT9_1
9554	噪声_单行	行状态未收口	1	SELECT1_1 SELECT1_2 SELECT1_3 SETPRO1 SETPRO3 SETPRO7	SELECT1_1->QUEST_ACCEPT_1 SELECT1_2->QUEST_ACCEPT_1 SELECT1_3->QUEST_ACCEPT_1 SETPRO1->SELECT1_1 SETPRO3->SELECT1_2 SETPRO7->SELECT1_3		SELECT1_1 SELECT1_2 SELECT1_3 SETPRO1 SETPRO3 SETPRO7	NO_STATE	ROW_WITHOUT_STATE		0	None			edf65aaff 2026-08-09 refactor(quest): retire legacy XML owners, delete unreachable level-999 quests	客户端只有 1 行，无多步链
9555	噪声_单行	行状态未收口	1	SELECT1_1 SELECT1_2 SELECT1_3 SETPRO1 SETPRO3 SETPRO7	SELECT1_1->QUEST_ACCEPT_1 SELECT1_2->QUEST_ACCEPT_1 SELECT1_3->QUEST_ACCEPT_1 SETPRO1->SELECT1_1 SETPRO3->SELECT1_2 SETPRO7->SELECT1_3		SELECT1_1 SELECT1_2 SELECT1_3 SETPRO1 SETPRO3 SETPRO7	NO_STATE	ROW_WITHOUT_STATE		0	None			edf65aaff 2026-08-09 refactor(quest): retire legacy XML owners, delete unreachable level-999 quests	客户端只有 1 行，无多步链
9556	噪声_单行	行状态未收口	1	SELECT1_1 SELECT1_2 SELECT1_3 SETPRO1 SETPRO3 SETPRO7	SELECT1_1->QUEST_ACCEPT_1 SELECT1_2->QUEST_ACCEPT_1 SELECT1_3->QUEST_ACCEPT_1 SETPRO1->SELECT1_1 SETPRO3->SELECT1_2 SETPRO7->SELECT1_3		SELECT1_1 SELECT1_2 SELECT1_3 SETPRO1 SETPRO3 SETPRO7	NO_STATE	ROW_WITHOUT_STATE		0	None			edf65aaff 2026-08-09 refactor(quest): retire legacy XML owners, delete unreachable level-999 quests	客户端只有 1 行，无多步链
9557	噪声_单行	行状态未收口	1	SELECT1_1 SELECT1_2 SELECT1_3 SETPRO1 SETPRO3 SETPRO7	SELECT1_1->QUEST_ACCEPT_1 SELECT1_2->QUEST_ACCEPT_1 SELECT1_3->QUEST_ACCEPT_1 SETPRO1->SELECT1_1 SETPRO3->SELECT1_2 SETPRO7->SELECT1_3		SELECT1_1 SELECT1_2 SELECT1_3 SETPRO1 SETPRO3 SETPRO7	NO_STATE	ROW_WITHOUT_STATE		0	None			edf65aaff 2026-08-09 refactor(quest): retire legacy XML owners, delete unreachable level-999 quests	客户端只有 1 行，无多步链
